ID,Gene
1518,YLL022C
1519,YLL023C
1520,YLL024C
1521,YLL026W
1522,YLL027W
1523,YLL028W
1524,YLL029W
1525,YLL039C
1526,YLL041C
1528,YLL050C
1529,YLL051C
1530,YLL055W
1531,YLL061W
1533,YLR005W
1538,YLR017W
1539,YLR019W
1540,YLR023C
1541,YLR026C
1542,YLR027C
1543,YLR028C
1544,YLR029C
1546,YLR034C
1547,YLR038C
1548,YLR043C
1550,YLR048W
1551,YLR049C
1552,YLR050C
1554,YLR052W
1555,YLR056W
1556,YLR058C
1557,YLR060W
1558,YLR061W
1560,YLR066W
1561,YLR073C
1562,YLR074C
1563,YLR075W
1565,YLR079W
1566,YLR082C
1567,YLR089C
1569,YLR092W
1570,YLR093C
1571,YLR100W
1572,YLR102C
1573,YLR104W
1576,YLR107W
1577,YLR108C
1578,YLR109W
1579,YLR110C
1580,YLR113W
1583,YLR118C
1586,YLR130C
1588,YLR139C
1589,YLR142W
1590,YLR146C
1593,YLR152C
1594,YLR153C
1596,YLR164W
1598,YLR168C
1600,YLR172C
1601,YLR174W
1602,YLR175W
1605,YLR178C
1606,YLR179C
1607,YLR180W
1608,YLR185W
1610,YLR190W
1611,YLR192C
1612,YLR193C
1613,YLR195C
1614,YLR196W
1615,YLR197W
1616,YLR199C
1617,YLR201C
1618,YLR203C
1619,YLR204W
1620,YLR208W
1622,YLR216C
1623,YLR219W
1624,YLR220W
1626,YLR225C
1628,YLR229C
1630,YLR244C
1631,YLR248W
1632,YLR249W
1633,YLR250W
1637,YLR257W
1638,YLR258W
1639,YLR259C
1642,YLR270W
1645,YLR285W
1646,YLR286C
1647,YLR287C
1648,YLR291C
1649,YLR292C
1651,YLR295C
1652,YLR297W
1654,YLR300W
1655,YLR301W
1656,YLR303W
1657,YLR304C
1659,YLR324W
1661,YLR327C
1662,YLR328W
1663,YLR330W
1664,YLR332W
1668,YLR342W
1670,YLR345W
1672,YLR350W
1673,YLR354C
1674,YLR355C
1675,YLR356W
1676,YLR359W
1677,YLR360W
1678,YLR367W
1679,YLR372W
1680,YLR375W
1681,YLR378C
1682,YLR380W
1683,YLR387C
1686,YLR395C
1687,YLR399C
1694,YLR413W
1695,YLR414C
1697,YLR421C
1698,YLR429W
1699,YLR432W
1700,YLR437C
1701,YLR438W
1702,YLR439W
1704,YLR447C
1706,YLR449W
1709,YML001W
1710,YML004C
1712,YML008C
1713,YML009C
1716,YML019W
1719,YML026C
1720,YML027W
1721,YML028W
1722,YML030W
1723,YML031W
1725,YML038C
1727,YML048W
1729,YML052W
1730,YML053C
1731,YML054C
1732,YML055W
1733,YML056C
1734,YML057W
1735,YML058W
1738,YML069W
1739,YML070W
1740,YML072C
1742,YML074C
1743,YML075C
1744,YML078W
1745,YML079W
1747,YML086C
1748,YML092C
1749,YML097C
1750,YML098W
1752,YML100W
1753,YML101C
1756,YML110C
1757,YML115C
1758,YML119W
1759,YML120C
1760,YML121W
1761,YML123C
1762,YML125C
1763,YML126C
1764,YML128C
1765,YML129C
1766,YML130C
1767,YML131W
1768,YMR001C
1769,YMR002W
1771,YMR006C
1772,YMR008C
1773,YMR009W
1775,YMR012W
1776,YMR015C
1779,YMR021C
1781,YMR024W
1783,YMR027W
1784,YMR030W
1785,YMR031C
1786,YMR033W
1788,YMR038C
1789,YMR039C
1791,YMR041C
1793,YMR043W
1794,YMR044W
1795,YMR049C
1797,YMR056C
1798,YMR058W
1800,YMR062C
1802,YMR072W
1805,YMR083W
1807,YMR090W
1808,YMR091C
1809,YMR092C
1810,YMR093W
1811,YMR099C
1812,YMR105C
1813,YMR107W
1814,YMR108W
1815,YMR110C
1816,YMR116C
1817,YMR120C
1818,YMR121C
1819,YMR123W
1820,YMR125W
1821,YMR130W
1823,YMR134W
1824,YMR135C
1825,YMR136W
1826,YMR139W
1827,YMR142C
1829,YMR145C
1830,YMR146C
1831,YMR148W
1832,YMR152W
1833,YMR157C
1835,YMR169C
1836,YMR170C
1837,YMR171C
1839,YMR174C
1840,YMR175W
1841,YMR178W
1842,YMR181C
1845,YMR184W
1846,YMR186W
1847,YMR188C
1848,YMR189W
1849,YMR192W
1850,YMR193W
1851,YMR194W
1852,YMR195W
1853,YMR196W
1854,YMR197C
1855,YMR199W
1856,YMR200W
1857,YMR202W
1858,YMR203W
1860,YMR208W
1861,YMR209C
1862,YMR215W
1863,YMR216C
1864,YMR217W
1865,YMR220W
1866,YMR222C
1867,YMR226C
1869,YMR230W
1870,YMR235C
1871,YMR236W
1872,YMR237W
1874,YMR241W
1877,YMR246W
1878,YMR250W
1879,YMR255W
1880,YMR256C
1881,YMR258C
1883,YMR261C
1884,YMR264W
1886,YMR271C
1887,YMR272C
1888,YMR276W
